1950,2778
2163,3073
800,2916
2366,2472
1188,3275
1350,3379
1460,3030
4826,490
2584,599
2609,4416
3688,3713
4815,1316
685,655
4149,1340
4697,4981
3220,2896
684,4531
1044,421
4514,3211
1365,2437
1360,1808
1268,1253
4230,2438
1032,2219
4644,3448
4325,23
1476,3706
3645,2813
1214,4594
3976,3055
4110,4379
3462,4515
2026,3025
1887,4913
4473,804
533,3070
3806,3515
2499,1945
3780,4797
2546,2326
2118,4404
4481,3655
3582,321
3138,1024
1300,1567
783,3057
4836,622
4352,871
4506,649
4316,1896
3626,1493
2471,4313
1168,3517
4230,3238
1650,1907
1722,141
61,2400
3541,690
698,3039
851,4075
2741,2705
2410,1903
2891,1594
2504,382
3017,728
3031,3095
3785,3890
4316,2203
4497,4988
201,865
1450,1324
2507,2194
2853,2792
4263,1503
1549,4667
2241,3450
1763,3683
4914,4141
381,1251
3267,4068
1142,1410
2693,4929
2053,3592
2471,1756
2145,4313
831,4173
1380,581
4961,966
1394,590
917,4803
313,2931
4416,1084
4374,2743
3,481
2108,3426
1852,3883
1524,2898
4443,2318
616,4041
4445,4529
1808,4678
2823,811
2126,4208
183,3908
4121,4403
4796,4693
3933,2557
1213,4859
1183,4845
3262,2398
437,955
4528,1996
4295,2429
577,510
2245,1445
1248,862
1042,2056
3120,3353
824,4201
4560,3148
4707,578
1452,403
2601,403
2514,204
4545,3393
4000,2282
1233,1746
1994,3729
840,3352
1965,2048
3305,3336
2330,600
4723,1491
2962,2578
2349,165
3624,1998
2067,360
407,2015
3260,2782
1060,4357
2792,3444
3103,1888
3820,1191
3932,3805
3341,425
992,2852
623,3047
1083,3497
1336,4261
1726,4625
3879,4095
2200,1040
4343,283
829,472
426,3450
4693,2480
1105,2487
2593,2433
1238,431
3102,3471
3458,4225
4874,1932
3916,3256
155,4708
1294,1510
4332,2518
3818,1763
690,168
4413,3712
1961,4690
3520,4141
2974,3722
1357,2364
1995,2977
4113,617
3247,2535
4159,4812
4575,2924
871,4688
3535,4455
935,1065
294,3435
3566,4105
3396,1058
577,4026
2241,4138
3873,846
3871,757
3569,4859
2951,1653
2947,3692
782,1516
1386,2223
1306,2295
4418,1922
4535,3642
88,3762
4918,766
4754,616
2226,2115
2588,886
1982,3090
113,261
1357,2652
3730,1910
1821,2469
2846,30
1133,1754
1219,3946
1008,3620
4933,4038
2160,567
1921,2611
2368,3870
2883,4625
3967,3009
896,2046
584,4591
2051,4696
2662,445
3145,2206
2812,1471
2423,1413
1068,1742
4601,4538
4107,4714
3783,4977
1010,1232
4753,1066
2173,2949
1346,2182
647,2524
4378,112
1053,3463
3008,3328
740,716
4558,3919
634,2730
139,3138
3813,3453
3999,1134
131,2701
1137,4932
743,3456
3087,309
2938,4345
3799,1637
1937,4480
2051,2137
3352,4707
3718,2279
553,1456
3288,3826
627,1394
1015,4603
2867,212
1947,2977
318,2353
4334,2652
4836,4997
4096,2922
4819,3238
811,653
1752,3063
123,4241
831,4070
754,3729
2102,909
3190,1807
3406,3515
3057,134
2766,3742
2294,1475
3546,1609
3502,4095
2382,4654
4846,2107
2783,2185
4794,4742
3072,2760
2701,3227
3891,1311
4679,4613
3105,1434
1093,2075
36,2433
2107,2519
1674,2478
948,3530
2203,4182
1717,4298
3774,3972
728,2
487,886
3854,875
437,2782
2060,934
2556,3680
3051,2848
1487,2107
1083,2565
3688,1679
2602,1780
4392,3214
945,2264
549,527
3077,3384
592,1160
3888,1976
4515,1012
4687,4150
2188,1768
2583,237
3573,3689
4764,4656
1667,4049
2245,3271
4846,204
1750,1326
1013,4026
2354,2615
4613,4712
3798,1044
1335,1303
549,683
839,748
2891,4592
1148,2412
1117,2186
3712,3982
3401,4416
4211,2881
3542,4686
722,1318
1903,436
2530,2467
4974,1199
3392,3544
4367,1006
511,2341
3689,4243
898,1681
3822,1178
42,251
1850,969
1829,1488
392,3326
808,4762
1058,2561
953,4052
1348,3354
3265,806
3587,1470
1602,1523
4622,496
176,3437
4268,1892
558,3115
3930,3718
1896,3411
4134,446
2131,1387
3800,4413
250,2595
1,4222
2043,3984
2194,3207
2953,3823
4051,3903
3378,2367
1503,1219
3653,2599
4329,1383
2251,1018
10,3887
3289,4725
3969,367
4673,3063
4864,2535
2858,1584
1020,75
4641,1499
2359,2524
2118,3315
417,1814
2443,935
838,2280
1688,2869
1715,1233
1870,3638
3090,4466
3702,1670
2775,4157
1296,3506
4510,3779
2437,2675
4411,4414
405,602
2015,98
4110,2020
4423,1533
2897,1311
264,4196
2749,2683
3593,2337
2310,2932
2601,3158
10,4790
1330,288
4909,3548
4900,4091
2453,2960
4665,2495
852,3307
3381,645
1205,433
4475,3118
359,2650
1609,1039
4566,4883
70,3768
2953,4528
940,3844
3672,960
1346,4040
3093,3408
3573,2725
3202,1016
1880,3870
4272,338
2597,4618
1866,760
1252,3901
940,4235
3229,1730
576,2949
1205,4371
373,455
3252,1990
2215,4297
1450,3593
3535,4551
1949,4085
489,3353
3098,1657
1226,1992
3505,2336
2565,1389
1613,2666
2946,2537
1380,2155
4991,4706
4525,3969
755,3119
3091,1743
36,1900
3928,1520
2938,3982
2525,2506
1072,3842
3886,1016
1860,2679
1475,2944
4,4340
3007,3432
4112,2067
862,3388
2675,606
4752,1556
474,3555
936,636
4596,4202
1225,3325
2072,3591
3909,435
3499,2822
4171,1380
1871,529
4229,720
870,2053
1548,374
4968,2878
3855,3383
3079,3655
3280,1146
342,1709
1643,1419
397,3619
3968,2898
1179,4735
4551,3379
2586,1807
3137,923
1806,3840
3464,465
4785,2495
4819,4223
105,2631
1499,3222
2875,2043
2563,4947
2167,2520
1351,3357
1847,851
4494,2735
3032,2432
828,931
2767,157
4128,2426
2329,275
4162,2524
114,207
1049,4791
1668,317
282,2691
3662,3415
4495,43
4828,4434
195,2939
3885,4079
58,4884
4153,1325
4259,3072
4725,4737
4382,4167
1270,4785
4437,3830
3754,2204
3796,3120
419,3341
3368,326
843,2954
4043,1220
289,4845
2947,4152
4554,2059
3403,3947
3939,2451
4935,590
4305,2622
1716,4836
1232,4505
4929,4360
2665,1671
2983,3491
4022,3223
2918,497
188,2004
3820,1097
3029,3801
3172,3489
2288,3099
1468,128
1603,3295
3730,760
3604,275
3340,4244
1770,1276
4086,3837
3531,4656
4509,2838
3999,1609
3213,3442
1674,4311
2381,2261
925,1843
1079,3346
4382,1403
2667,1206
4160,2466
1512,3354
853,2728
2370,1951
859,4213
1886,4184
2311,316
2389,24
4579,4472
1955,3856
4572,3229
4226,3913
3383,4678
2180,4045
2036,3607
691,1405
2909,4613
165,1464
548,318
4196,2788
2888,196
2920,4605
4201,4927
2946,2453
1728,3907
858,3622
903,1132
4290,1350
4046,3828
3104,777
4376,2953
2719,3953
2568,3850
2568,3858
1255,3578
4015,3773
250,1056
4436,1223
2722,1731
1112,4901
3320,502
3734,2677
1689,4773
1421,3454
4138,4135
1702,696
2028,2205
2203,3494
1958,2345
2865,4432
3247,1014
2608,1398
212,4768
618,112
4986,309
1064,4924
1773,2107
4536,2485
1972,4050
2543,3676
2772,1134
3127,4925
4746,3021
4893,321
2674,2422
2543,3949
2290,2756
1850,3021
4255,3756
2673,2600
1847,1886
4055,832
4774,3934
2160,4174
1684,3235
795,4117
1684,2896
4857,720
4686,589
603,2529
3632,3131
4189,842
2075,2085
2606,493
4224,280
143,1244
3471,2109
1679,1652
2712,2364
3320,471
3781,4433
1651,403
2719,655
3029,1265
2988,1669
1700,4200
1227,2213
4859,2339
932,2840
2029,3315
625,437
2950,803
3262,4438
3634,3478
1825,4735
4801,774
2009,2393
3012,4221
911,763
440,606
1657,3240
2672,2719
3847,2104
3651,2363
4474,3178
4004,1735
3824,3386
3982,2162
2969,661
4370,940
661,2823
4997,2981
620,362
990,547
3373,512
4332,44
2138,4633
2604,2031
1988,233
2795,530
587,3598
4329,2015
429,3342
3515,4723
3445,1937
4677,4222
4540,1483
3284,1683
2185,3072
3490,4830
4550,4434
3109,431
1568,1717
4504,3575
446,1064
4808,203
1102,1830
4132,3240
4630,4938
4610,2521
813,2389
1726,2376
4865,1478
2492,2271
3028,1162
2596,1393
739,2946
582,232
3769,2703
227,42
2635,4306
110,3063
4712,3428
2180,2391
2681,2863
4901,1519
243,2882
3291,1850
4901,4663
1170,630
3384,2339
4691,1022
232,3852
238,2476
1742,995
2622,274
2311,1045
4953,791
2332,2704
1603,2167
4284,4455
137,957
129,2276
422,3176
1932,1846
3516,711
3643,1675
4460,4014
1181,1860
2103,3644
3786,3484
1720,461
995,1819
560,559
3637,969
3986,2816
1020,1659
4207,4021
1508,2752
4297,3634
119,2322
2241,1072
3363,1681
1960,880
3481,4092
752,4589
1884,2831
4766,3007
419,4550
4883,762
4576,4621
2455,1293
1252,847
4616,3665
248,1090
5,2740
4741,4050
3679,568
190,1202
1632,2337
1944,4368
4723,3304
4067,950
4033,4751
4492,2048
4451,136
4125,1791
1031,287
3607,3952
1849,3950
2961,129
2557,2941
602,2442
4297,638
451,2124
2931,408
4587,3072
2155,1339
4449,1499
1595,3693
4838,3289
4946,172
80,1487
2554,2953
2684,942
1891,2287
4067,2354
4484,1532
653,657
1738,2849
402,1427
3162,777
1778,3923
3939,1213
4959,4315
797,759
1543,422
2643,4047
3311,3989
4392,221
4964,2854
2957,2959
4717,3670
2529,1672
1899,1473
751,3111
4499,3770
483,823
1777,127
374,1792
2382,2334
353,4737
1374,1775
3457,1901
1478,2214
99,779
323,1147
1164,1558
161,2021
1361,3100
2199,4549
4068,4205
3218,181
4890,3139
2394,4745
770,777
980,468
2089,2660
425,4146
4388,687
2322,4699
1493,902
2990,259
3530,2217
3216,340
2132,4994
213,4166
3840,1512
2901,2277
4268,167
1399,846
19,490
429,4244
2511,579
4932,2182
1387,792
2599,4183
4382,3482
62,802
1025,3134
3452,618
1109,3543
1226,1867
1595,4761
488,302
463,4650
4252,889
746,1272
4674,1921
3767,3344
4731,534
4630,1456
4634,4346
2424,4630
3689,1296
2429,2088
201,4507
1289,2416
4519,3121
614,2549
4511,2035
3068,1196
1250,467
1333,394
4996,705
1494,1618
1322,1572
4848,4838
475,622
1166,227
400,4017
940,1109
3244,4703
4428,4127
1696,3877
1820,268
3346,2467
3957,1799
2089,3211
2980,2813
4770,167
3586,1059
109,3147
1668,3541
615,273
4035,55
1820,143
412,1125
2203,4816
4097,2356
3429,3787
1751,3424
2360,1290
4212,106
175,78
4524,4043
4521,3643
3973,2878
791,407
710,250
989,3905
861,3823
2929,2083
2822,3393
2965,2642
11,923
2148,2452
917,2060
3316,4216
4101,4627
2826,553
1700,2512
2577,3039
375,453
2619,2660
4217,419
1907,818
3713,3158
3171,503
1538,4051
3908,2350
4481,675
4007,2665
3137,1023
29,913
4236,3833
1225,1706
1886,3266
266,3484
2418,4288
3567,2323
447,4766
4516,44
4491,3642
2140,490
1932,4684
1849,2775
2413,301
2473,4817
2112,2418
1223,4148
979,3251
1263,692
1678,1572
3032,4088
2607,217
1393,4360
4311,4822
3419,1404
4836,4749
4962,3873
2790,3638
2821,3448
831,2784
414,3649
604,854
1569,883
4988,2839
4136,1633
18,3226
3816,1260
4613,2230
3120,4326
1345,4071
4457,2161
511,4742
2273,742
4382,4197
4844,3256
2267,2640
1206,2679
1424,886
1533,3060
1615,1093
2818,4838
2986,3984
2781,3152
109,4644
292,710
1827,4824
4068,4206
4613,1617
4887,3665
1833,378
1709,4971
4198,2351
2892,4118
1356,4533
1857,1515
653,4354
4838,3794
1002,357
2694,1208
4514,1942
3842,1739
1281,4514
4238,569
610,1715
1530,4145
3283,765
3357,803
4738,2986
3663,3323
456,2179
3794,261
4115,899
2863,4164
486,4124
4537,574
3577,1105
1173,2147
1461,4683
4369,4837
2761,4289
2455,255
1816,4965
2660,2717
40,3997
811,2636
3866,2365
4400,2477
211,3039
3113,4783
1318,4708
4552,3035
3877,2706
4130,2131
524,128
4487,4129
3223,2302
1039,3805
3714,1919
4579,3774
4580,2646
581,2393
3151,3430
2148,4884
1568,1183
3112,4481
707,1474
3801,654
3398,673
280,1346
885,2293
2338,3369
1885,4106
3629,1802
2004,2023
4357,337
3124,648
3441,209
1420,1767
3042,2667
3869,3294
4220,2086
4390,2708
1864,3165
4059,1602
1183,6
3631,3983
4861,2448
1448,3706
4664,3575
4037,2627
4344,3447
4757,443
2957,3627
1796,4979
4660,2021
2547,4365
2312,4126
4223,2630
1107,265
3995,768
4823,2319
2902,3670
1683,6
565,2679
4279,2935
885,4286
545,624
1383,1403
1212,526
3802,3919
367,2880
340,2806
2138,4259
4315,3500
517,3787
4417,3113
24,3618
4131,3086
2917,118
2577,4073
4661,655
3829,3026
2803,1507
4381,3713
514,704
908,1262
3413,400
1696,3044
3982,3037
399,1941
2387,1376
2824,184
3432,4850
1904,4804
2872,2880
2379,2271
4227,3113
3502,3448
3249,2314
1075,1428
2847,4441
2099,59
3812,3558
4226,1546
4846,3218
879,1532
860,3849
3855,1180
3120,4904
3540,4568
777,1796
4997,4414
3267,127
2232,1990
179,4976
3687,4388
4424,630
3064,4150
4016,1743
830,4073
1516,2002
3421,3779
1037,602
1066,1574
1720,4949
1195,4451
2339,2366
3816,82
2064,2780
144,4170
2241,1966
1916,3464
2217,1565
3699,4074
1181,3814
3113,3631
4678,4597
4302,1960
3415,2163
2534,2023
1525,1813
1213,1521
1872,2796
2126,3723
58,1960
1483,4268
2600,2753
4092,1692
2889,1513
2952,1286
3234,976
2405,3136
3803,1563
1873,1405
1937,795
2041,2825
2575,2174
811,396
592,4054
4238,1090
2072,785
1571,3577
4196,4411
3584,4421
3345,768
2687,1337
4650,539
2838,720
722,3680
2700,4935
857,3242
4008,268
436,3081
2430,534
491,3578
4573,1489
1414,1904
2038,1932
2683,728
2576,2292
984,2726
1511,785
958,1948
4677,514
157,245
4936,2871
4447,3
960,1240
1542,247
2718,1653
1668,607
2095,4454
4629,1469
579,4669
4281,4036
1115,4426
151,3809
7,4938
4154,2600
3998,234
4352,3295
4725,3121
1271,2856
4391,1599
3641,1135
1888,3127
4887,171
4237,4518
1177,4429
4324,2108
2490,1200
807,3585
1414,4383
3205,166
717,3572
4163,2024
4586,2958
2552,2437
909,3223
2747,3984
4578,4632
752,3793
4125,1419
1583,1183
597,1919
4345,2176
3189,3535
1915,4348
864,3370
1751,455
463,1299
1271,1638
683,1449
326,52
299,3698
2800,3630
3471,4757
3904,3452
457,3071
3164,1977
1057,1921
219,2073
1997,4342
456,4357
4180,4614
747,454
4950,3424
3345,3084
121,2441
2987,3587
4404,3905
439,905
977,3663
4466,2069
4479,75
214,4188
3505,3882
3871,1559
1616,4608
220,3917
2593,2285
4140,2016
3322,922
1635,4824
2753,1340
3560,876
3037,353
1454,4571
2380,2157
323,1848
740,1299
956,3157
4170,501
1161,4099
2213,3974
4445,1802
217,403
684,1470
4161,4483
239,2872
213,4020
1214,955
4365,4357
4362,2100
2822,3659
416,1586
1922,3412
3013,4593
3338,767
1164,40
2876,2637
1992,3653
3619,3274
1223,3429
3239,2850
1986,3171
1626,4578
2759,3245
4494,4029
1708,799
3064,4996
1308,2378
2719,4614
738,3867
1794,160
4037,4194
3482,4207
2845,4636
3944,1982
584,339
3126,1605
90,4756
1365,1887
4012,2074
1869,3170
1884,4385
3496,4464
4664,4070
4991,3807
602,1613
3892,3630
1903,2717
268,4929
1494,3919
1615,281
3510,167
2859,513
2523,3636
397,605
2404,177
468,1930
3225,356
2574,526
1124,2308
4161,25
218,4792
2508,1164
3348,4070
4195,1566
2775,1472
4785,2304
966,88
4883,3097
2906,1036
1976,1312
3186,992
1196,3936
4476,971
2734,2442
3887,145
1864,1887
2464,4046
637,1471
4387,3426
4099,3275
4073,1340
3057,757
488,341
106,1805
3020,3446
2521,2812
422,4943
4025,1394
3987,1869
2615,3065
2581,240
2569,2307
2059,4584
4874,2494
1520,4711
3073,2987
4897,3767
1835,3564
4611,1376
1758,1173
4132,1262
4819,3229
410,2142
2995,3602
4161,2009
3354,1609
3045,4758
677,2462
4094,2254
2473,449
1617,1022
1161,3125
2139,2602
4319,217
2909,3032
1673,2680
3746,4257
305,4718
984,4168
1540,2579
824,507
3062,3260
1123,2714
4649,1450
1291,2285
1407,3765
2762,797
3139,1589
1522,3939
1739,3028
4849,4386
1824,1067
70,4856
281,4326
278,4549
2960,1015
821,3248
2320,1796
914,803
423,2823
1951,2549
948,2061
1942,3896
3120,3264
1250,703
915,874
3184,196
4046,1262
4197,1731
4937,3131
1631,3656
111,48
3500,976
1325,2868
4772,3265
3899,4526
520,4829
670,1971
2855,1057
4928,2550
3374,2807
4286,3955
3510,4210
2801,3616
1098,1540
967,275
4977,3160
4831,3930
1114,4117
2647,4615
2229,145
4905,3081
4268,1713
4136,2599
626,311
2345,3292
2031,107
1065,272
546,2120
1819,3990
1135,4867
906,1111
484,2851
2332,4529
2351,4066
275,2663
2714,808
663,1443
2507,811
3358,1702
3953,4381
1391,1762
4386,3644
123,75
2099,1383
3771,1821
3775,3379
2478,4476
1740,3306
5000,425
2897,4272
2346,263
4489,470
2273,828
4297,1124
1020,325
2191,1567
3935,3475
1843,2401
2464,2374
1288,4156
1952,3367
623,1168
2048,952
488,3537
733,852
3305,3623
3202,3908
1175,396
2616,2326
2493,4358
4983,3165
1831,3820
4840,10
573,966
417,4057
1863,2859
3826,3693
1947,794
43,1866
3885,250
3394,1510
492,1840
4975,1372
701,3071
3822,2829
4000,353
1733,4333
3678,1753
3254,859
352,3568
4493,2207
4847,1579
3856,3508
474,2325
1141,1134
1451,232
863,2175
2646,3356
1904,1857
650,2956
3450,813
2897,585
2894,4947
936,3719
2350,4849
436,1287
1600,2906
2078,426
137,2026
2161,1727
4567,553
4958,3482
1385,3474
1998,567
4168,1932
3731,3354
3691,4084
3236,1877
1767,2733
2246,1488
3967,2010
4081,1001
2455,2466
1161,2683
3816,3488
504,4558
1113,4134
3691,4146
563,453
4145,3978
296,535
1609,4687
1241,2782
3528,2007
3795,1856
1806,3457
4070,373
523,4444
3757,83
2241,328
4911,4369
4936,2055
2130,1980
1543,667
3605,4553
1675,175
549,4018
727,4561
3248,1645
562,2135
1618,164
2079,4805
4222,1672
4088,4420
799,1465
1593,1518
3732,1535
4472,1417
2183,3208
4489,1028
502,1599
4420,1707
3521,2937
1896,2393
1976,4825
4922,4936
2116,151
4000,2125
3876,3930
2610,2235
4022,4981
4766,326
143,1100
3819,4591
208,4251
3355,2543
2978,3218
4368,2918
2197,2308
361,1571
3683,1561
4967,3784
409,2673
962,1533
617,2954
1884,764
996,4562
4159,1154
365,4731
4741,3194
4002,1133
1562,3776
4044,2315
2185,4900
4765,4440
1503,765
1553,94
2618,2237
4232,3267
2164,2436
1235,1814
198,1445
3950,1718
2000,1854
3234,1328
3779,4667
4300,602
3154,3984
3887,3151
2306,4533
1384,1746
3616,1322
4029,4809
4126,2688
1121,816
3974,2062
1502,3119
3467,4184
699,3047
386,490
1962,319
150,1412
1436,4115
3164,3579
3378,4313
4543,3059
730,552
903,4832
1007,3895
677,1090
891,4574
4554,1758
2125,1578
4340,3493
3921,1169
4858,3785
2747,4623
854,2012
1251,4084
2436,585
1613,167
878,2911
3682,3417
1603,3391
872,4068
4017,3476
577,899
4889,1841
4251,2832
3450,4908
687,3453
1142,4630
1144,1345
510,4597
2727,349
4436,1935
4556,3608
2591,4486
4816,2792
2939,2405
3004,2406
3830,914
1615,2516
1216,3140
2243,1373
4201,2206
2634,691
3902,2463
2249,964
3428,411
1486,4253
2280,757
4575,415
2553,3464
1824,1265
2293,1346
1974,2111
3198,516
4079,193
4618,2501
3730,169
884,251
4955,4322
4076,1103
173,2793
2350,3361
781,633
2334,450
4978,3383
4829,1980
1981,2015
986,3657
279,3870
823,195
1190,72
1163,1520
1914,4373
3054,1011
3977,4795
854,1062
2428,4611
3997,3983
1737,155
3870,522
454,268
4770,4907
3461,3913
453,31
381,1888
4451,1017
2505,2585
3206,4237
3980,124
2030,3668
1726,3054
4621,4649
4443,2054
4767,582
399,4468
2161,4961
4784,4299
3362,1089
1768,3365
1020,3817
786,1725
1745,1103
2706,2430
3429,2291
2602,235
201,2827
1340,2413
4858,2504
1283,3023
2896,3958
149,1433
695,4674
2512,4268
3265,2503
4077,4263
2674,634
4406,80
4312,3123
4074,146
808,1330
753,1071
1346,907
1426,2426
4031,975
4091,3284
1115,4366
157,2356
1130,927
271,3287
1716,3689
2570,113
363,1303
2146,4434
4253,1152
752,3561
3648,1488
4703,885
4089,3948
82,32
4570,166
4892,1745
332,126
1140,4605
5,986
879,1368
1325,3687
1450,1897
4774,432
3432,65
3365,699
3556,2430
1390,4371
3363,3680
4094,1618
2101,3455
3263,2477
1899,1938
4679,3814
4042,4037
4725,1206
4360,4034
4681,633
2531,3863
3396,1446
775,3447
721,2653
468,598
374,1142
4646,2141
4391,3770
2783,3029
3073,212
3186,1219
1799,3216
1854,3158
2896,3495
4465,4666
2940,708
4926,2096
2412,1513
3145,3019
1702,4743
3444,3633
3107,4418
2050,2629
203,4920
4506,2082
420,4113
4320,2017
955,641
1219,606
1624,1613
2884,3315
954,2886
3650,2033
4717,1731
1175,150
2359,1824
2433,1767
636,3105
3617,853
3431,790
3816,4730
3275,943
2423,1829
2988,3872
4901,2135
3299,763
131,4674
1034,4139
4698,3832
4855,1104
2278,4859
2521,4101
3757,4768
3017,388
4,2986
529,4637
3884,2974
988,1242
3434,4239
1552,2057
4783,1393
2519,472
227,2413
1637,2390
2844,4752
1629,693
646,4762
1524,1890
3075,585
4904,4572
1788,3655
2681,3691
2916,1815
2559,3427
2737,1311
4277,1312
4223,344
3243,3152
